Country,Education Level,Years of Experience,Employment,Salary,Continent
Brazil,Bachelor’s degree,3.0,Full-time Employment,60000.0,South America
Brazil,Master’s degree,26.0,Full-time Employment,39888.0,South America
Argentina,Less than a Bachelors,1.0,Full-time Employment,14136.0,South America
Chile,Post grad,11.0,Full-time Employment,22404.0,South America
Ecuador,Less than a Bachelors,7.0,Full-time Employment,72000.0,South America
Brazil,Bachelor’s degree,5.0,Full-time Employment,34896.0,South America
Colombia,Master’s degree,14.0,Self-employed/Freelancer,93600.0,South America
Brazil,Less than a Bachelors,5.0,Full-time Employment,29916.0,South America
Brazil,Bachelor’s degree,3.0,Full-time Employment,13716.0,South America
Brazil,Bachelor’s degree,15.0,Self-employed/Freelancer,14952.0,South America
Brazil,Master’s degree,9.0,Self-employed/Freelancer,120000.0,South America
Argentina,Less than a Bachelors,7.0,Self-employed/Freelancer,180000.0,South America
Peru,Post grad,4.0,Full-time Employment,220000.0,South America
Peru,Bachelor’s degree,4.0,Full-time Employment,37524.0,South America
Brazil,Bachelor’s degree,3.0,Full-time Employment,44663.0,South America
Brazil,Bachelor’s degree,9.0,Full-time Employment,75000.0,South America
Brazil,Bachelor’s degree,9.0,Full-time Employment,44868.0,South America
Brazil,Less than a Bachelors,6.0,Full-time Employment,41547.0,South America
Brazil,Less than a Bachelors,7.0,Full-time Employment,42372.0,South America
Brazil,Less than a Bachelors,13.0,Full-time Employment,18696.0,South America
Brazil,Post grad,14.0,Full-time Employment,44868.0,South America
Brazil,Bachelor’s degree,6.0,Full-time Employment,18696.0,South America
Brazil,Bachelor’s degree,13.0,Full-time Employment,49860.0,South America
Brazil,Master’s degree,17.0,Full-time Employment,120000.0,South America
Bolivia,Bachelor’s degree,3.0,Self-employed/Freelancer,41892.0,South America
Brazil,Master’s degree,2.0,Part-time Employment,19944.0,South America
Brazil,Bachelor’s degree,5.0,Full-time Employment,22932.0,South America
Brazil,Bachelor’s degree,8.0,Full-time Employment,29706.0,South America
Peru,Post grad,7.0,Full-time Employment,10721.0,South America
Brazil,Bachelor’s degree,9.0,Self-employed/Freelancer,37392.0,South America
Brazil,Less than a Bachelors,6.0,Full-time Employment,12468.0,South America
Brazil,Bachelor’s degree,4.0,Full-time Employment,14952.0,South America
Brazil,Bachelor’s degree,5.0,Full-time Employment,26172.0,South America
Brazil,Less than a Bachelors,7.0,Self-employed/Freelancer,76031.0,South America
Brazil,Bachelor’s degree,6.0,Full-time Employment,21936.0,South America
Brazil,Master’s degree,12.0,Full-time Employment,83093.0,South America
Brazil,Bachelor’s degree,10.0,Self-employed/Freelancer,41547.0,South America
Ecuador,Bachelor’s degree,11.0,Self-employed/Freelancer,24000.0,South America
Paraguay,Less than a Bachelors,10.0,Self-employed/Freelancer,120000.0,South America
Brazil,Less than a Bachelors,5.0,Full-time Employment,64812.0,South America
Brazil,Less than a Bachelors,4.0,Full-time Employment,19944.0,South America
Brazil,Bachelor’s degree,5.0,Full-time Employment,24924.0,South America
Brazil,Less than a Bachelors,11.0,Full-time Employment,58560.0,South America
Chile,Bachelor’s degree,2.0,Full-time Employment,15900.0,South America
Brazil,Post grad,10.0,Full-time Employment,19944.0,South America
Brazil,Bachelor’s degree,7.0,Full-time Employment,27420.0,South America
Argentina,Less than a Bachelors,10.0,Full-time Employment,30000.0,South America
Brazil,Master’s degree,10.0,Self-employed/Freelancer,160000.0,South America
Brazil,Bachelor’s degree,8.0,Full-time Employment,33757.0,South America
Brazil,Bachelor’s degree,7.0,Full-time Employment,245000.0,South America
Brazil,Master’s degree,13.0,Self-employed/Freelancer,12468.0,South America
Chile,Bachelor’s degree,1.0,Full-time Employment,18792.0,South America
Argentina,Master’s degree,7.0,Full-time Employment,36000.0,South America
Brazil,Less than a Bachelors,5.0,Full-time Employment,22440.0,South America
Brazil,Bachelor’s degree,3.0,Full-time Employment,13212.0,South America
Brazil,Master’s degree,13.0,Full-time Employment,48610.0,South America
Brazil,Less than a Bachelors,5.0,Self-employed/Freelancer,26172.0,South America
Brazil,Less than a Bachelors,32.0,Full-time Employment,27420.0,South America
Argentina,Post grad,20.0,Self-employed/Freelancer,144000.0,South America
Brazil,Bachelor’s degree,7.0,Full-time Employment,29916.0,South America
Brazil,Bachelor’s degree,12.0,Full-time Employment,51933.0,South America
Brazil,Bachelor’s degree,13.0,Self-employed/Freelancer,31160.0,South America
Argentina,Master’s degree,18.0,Full-time Employment,25248.0,South America
Brazil,Bachelor’s degree,4.0,Full-time Employment,23928.0,South America
Brazil,Master’s degree,3.0,Full-time Employment,12468.0,South America
Brazil,Bachelor’s degree,6.0,Full-time Employment,28920.0,South America
Brazil,Post grad,16.0,Full-time Employment,24924.0,South America
Colombia,Post grad,10.0,Self-employed/Freelancer,27168.0,South America
Brazil,Post grad,16.0,Full-time Employment,19944.0,South America
Brazil,Bachelor’s degree,6.0,Full-time Employment,41136.0,South America
Brazil,Less than a Bachelors,12.0,Full-time Employment,24924.0,South America
Brazil,Bachelor’s degree,4.0,Self-employed/Freelancer,13716.0,South America
Brazil,Bachelor’s degree,5.0,Full-time Employment,32412.0,South America
Colombia,Bachelor’s degree,5.0,Full-time Employment,25668.0,South America
Colombia,Bachelor’s degree,9.0,Self-employed/Freelancer,96000.0,South America
Brazil,Less than a Bachelors,50.0,Self-employed/Freelancer,24924.0,South America
Brazil,Less than a Bachelors,33.0,Full-time Employment,37392.0,South America
Brazil,Less than a Bachelors,1.0,Full-time Employment,18696.0,South America
Chile,Bachelor’s degree,2.0,Full-time Employment,30119.0,South America
Brazil,Master’s degree,6.0,Full-time Employment,41880.0,South America
Brazil,Bachelor’s degree,20.0,Full-time Employment,22440.0,South America
Argentina,Less than a Bachelors,6.0,Full-time Employment,36360.0,South America
Chile,Bachelor’s degree,5.0,Full-time Employment,11568.0,South America
Chile,Less than a Bachelors,6.0,Full-time Employment,41928.0,South America
Colombia,Post grad,30.0,Self-employed/Freelancer,40257.0,South America
Colombia,Less than a Bachelors,6.0,Full-time Employment,24000.0,South America
Brazil,Bachelor’s degree,18.0,Full-time Employment,24924.0,South America
Brazil,Bachelor’s degree,10.0,Full-time Employment,24924.0,South America
Brazil,Less than a Bachelors,4.0,Full-time Employment,13716.0,South America
Brazil,Bachelor’s degree,21.0,Full-time Employment,57336.0,South America
Brazil,Less than a Bachelors,6.0,Full-time Employment,29916.0,South America
Brazil,Bachelor’s degree,8.0,Self-employed/Freelancer,12468.0,South America
Brazil,Bachelor’s degree,1.0,Full-time Employment,13716.0,South America
Brazil,Bachelor’s degree,6.0,Full-time Employment,19944.0,South America
Brazil,Master’s degree,8.0,Self-employed/Freelancer,74784.0,South America
Argentina,Less than a Bachelors,1.0,Full-time Employment,12120.0,South America
Uruguay,Post grad,11.0,Self-employed/Freelancer,59712.0,South America
Uruguay,Less than a Bachelors,0.5,Full-time Employment,11136.0,South America
Brazil,Bachelor’s degree,16.0,Full-time Employment,37392.0,South America
Bolivia,Post grad,10.0,Full-time Employment,17448.0,South America
Argentina,Bachelor’s degree,24.0,Full-time Employment,30300.0,South America
Chile,Bachelor’s degree,4.0,Full-time Employment,53009.0,South America
Colombia,Bachelor’s degree,2.0,Full-time Employment,17508.0,South America
Brazil,Less than a Bachelors,18.0,Full-time Employment,62316.0,South America
Brazil,Less than a Bachelors,5.0,Full-time Employment,14952.0,South America
Chile,Bachelor’s degree,2.0,Self-employed/Freelancer,14460.0,South America
Argentina,Less than a Bachelors,13.0,Full-time Employment,50496.0,South America
Brazil,Less than a Bachelors,45.0,Retired,21192.0,South America
Argentina,Less than a Bachelors,3.0,Full-time Employment,90000.0,South America
Colombia,Bachelor’s degree,8.0,Full-time Employment,51324.0,South America
Argentina,Less than a Bachelors,4.0,Full-time Employment,80000.0,South America
Brazil,Bachelor’s degree,8.0,Full-time Employment,29916.0,South America
Brazil,Less than a Bachelors,3.0,Full-time Employment,43620.0,South America
Argentina,Bachelor’s degree,17.0,Full-time Employment,168307.0,South America
Brazil,Bachelor’s degree,7.0,Full-time Employment,42372.0,South America
Argentina,Less than a Bachelors,2.0,Full-time Employment,12000.0,South America
Brazil,Master’s degree,8.0,Full-time Employment,22440.0,South America
Argentina,Bachelor’s degree,12.0,Full-time Employment,90888.0,South America
Brazil,Bachelor’s degree,9.0,Self-employed/Freelancer,17448.0,South America
Brazil,Bachelor’s degree,5.0,Full-time Employment,22188.0,South America
Brazil,Bachelor’s degree,8.0,Self-employed/Freelancer,24924.0,South America
Brazil,Less than a Bachelors,4.0,Full-time Employment,18696.0,South America
Brazil,Bachelor’s degree,1.0,Full-time Employment,22440.0,South America
Argentina,Less than a Bachelors,5.0,Full-time Employment,72000.0,South America
Argentina,Bachelor’s degree,6.0,Full-time Employment,48000.0,South America
Brazil,Bachelor’s degree,7.0,Full-time Employment,37392.0,South America
Colombia,Post grad,4.0,Full-time Employment,36228.0,South America
Argentina,Less than a Bachelors,7.0,Full-time Employment,44832.0,South America
Brazil,Bachelor’s degree,4.0,Full-time Employment,41160.0,South America
Brazil,Less than a Bachelors,10.0,Full-time Employment,21189.0,South America
Uruguay,Less than a Bachelors,7.0,Full-time Employment,84000.0,South America
Brazil,Bachelor’s degree,9.0,Full-time Employment,14952.0,South America
Argentina,Less than a Bachelors,12.0,Full-time Employment,30300.0,South America
Brazil,Less than a Bachelors,22.0,Full-time Employment,21744.0,South America
Argentina,Bachelor’s degree,15.0,Self-employed/Freelancer,70000.0,South America
Colombia,Bachelor’s degree,7.0,Self-employed/Freelancer,21132.0,South America
Brazil,Bachelor’s degree,4.0,Full-time Employment,31164.0,South America
Brazil,Bachelor’s degree,18.0,Full-time Employment,82008.0,South America
Brazil,Bachelor’s degree,25.0,Full-time Employment,14952.0,South America
Argentina,Less than a Bachelors,10.0,Full-time Employment,20196.0,South America
Chile,Post grad,2.0,Full-time Employment,23136.0,South America
Brazil,Bachelor’s degree,21.0,Full-time Employment,27420.0,South America
Colombia,Bachelor’s degree,6.0,Self-employed/Freelancer,96612.0,South America
Brazil,Bachelor’s degree,10.0,Full-time Employment,14952.0,South America
Ecuador,Bachelor’s degree,21.0,Full-time Employment,66144.0,South America
Ecuador,Bachelor’s degree,19.0,Full-time Employment,30000.0,South America
Colombia,Bachelor’s degree,1.0,Full-time Employment,15600.0,South America
Argentina,Less than a Bachelors,18.0,Full-time Employment,130000.0,South America
Brazil,Less than a Bachelors,3.0,Full-time Employment,11472.0,South America
Ecuador,Master’s degree,10.0,Full-time Employment,28800.0,South America
Ecuador,Less than a Bachelors,5.0,Full-time Employment,18000.0,South America
Brazil,Master’s degree,11.0,Full-time Employment,11472.0,South America
Brazil,Bachelor’s degree,23.0,Full-time Employment,45624.0,South America
Brazil,Bachelor’s degree,15.0,Full-time Employment,19944.0,South America
Colombia,Bachelor’s degree,7.0,Self-employed/Freelancer,111720.0,South America
Brazil,Master’s degree,20.0,Full-time Employment,47364.0,South America
Colombia,Less than a Bachelors,3.0,Full-time Employment,40257.0,South America
Bolivia,Bachelor’s degree,6.0,Full-time Employment,30540.0,South America
Brazil,Bachelor’s degree,20.0,Full-time Employment,29083.0,South America
Brazil,Bachelor’s degree,3.0,Full-time Employment,16203.0,South America
Brazil,Post grad,10.0,Full-time Employment,72707.0,South America
Brazil,Bachelor’s degree,5.0,Full-time Employment,26374.0,South America
Argentina,Less than a Bachelors,14.0,Full-time Employment,98000.0,South America
Brazil,Bachelor’s degree,14.0,Full-time Employment,24345.0,South America
Brazil,Less than a Bachelors,9.0,Full-time Employment,18665.0,South America
Brazil,Bachelor’s degree,5.0,Full-time Employment,30431.0,South America
Brazil,Bachelor’s degree,5.0,Full-time Employment,40575.0,South America
Brazil,Bachelor’s degree,10.0,Full-time Employment,28403.0,South America
Argentina,Less than a Bachelors,18.0,Self-employed/Freelancer,85000.0,South America
Brazil,Bachelor’s degree,15.0,Full-time Employment,16230.0,South America
Brazil,Less than a Bachelors,10.0,Full-time Employment,36518.0,South America
Brazil,Bachelor’s degree,7.0,Full-time Employment,24345.0,South America
Argentina,Less than a Bachelors,32.0,Self-employed/Freelancer,96000.0,South America
Brazil,Master’s degree,23.0,Full-time Employment,28403.0,South America
Brazil,Less than a Bachelors,5.0,Full-time Employment,14303.0,South America
Brazil,Master’s degree,3.0,Full-time Employment,56805.0,South America
Brazil,Master’s degree,6.0,Full-time Employment,44633.0,South America
Brazil,Master’s degree,15.0,Full-time Employment,22398.0,South America
Brazil,Bachelor’s degree,15.0,Full-time Employment,169000.0,South America
Argentina,Less than a Bachelors,15.0,Full-time Employment,57730.0,South America
Brazil,Less than a Bachelors,15.0,Self-employed/Freelancer,97381.0,South America
Brazil,Bachelor’s degree,9.0,Full-time Employment,81150.0,South America
Brazil,Less than a Bachelors,15.0,Full-time Employment,17105.0,South America
Brazil,Bachelor’s degree,7.0,Self-employed/Freelancer,14201.0,South America
Brazil,Bachelor’s degree,4.0,Full-time Employment,24345.0,South America
Argentina,Master’s degree,3.0,Full-time Employment,43200.0,South America
Brazil,Master’s degree,17.0,Full-time Employment,60863.0,South America
Brazil,Less than a Bachelors,17.0,Full-time Employment,51600.0,South America
Paraguay,Bachelor’s degree,9.0,Full-time Employment,11106.0,South America
Brazil,Bachelor’s degree,5.0,Full-time Employment,20288.0,South America
Argentina,Master’s degree,2.0,Full-time Employment,12000.0,South America
Uruguay,Less than a Bachelors,10.0,Full-time Employment,24764.0,South America
Ecuador,Bachelor’s degree,5.0,Full-time Employment,33750.0,South America
Ecuador,Bachelor’s degree,3.0,Full-time Employment,15000.0,South America
Colombia,Master’s degree,2.0,Self-employed/Freelancer,120000.0,South America
Argentina,Less than a Bachelors,27.0,Self-employed/Freelancer,47800.0,South America
Brazil,Bachelor’s degree,5.0,Full-time Employment,40575.0,South America
Colombia,Less than a Bachelors,2.0,Full-time Employment,11052.0,South America
Colombia,Less than a Bachelors,2.0,Full-time Employment,23946.0,South America
Brazil,Master’s degree,10.0,Full-time Employment,44633.0,South America
Argentina,Less than a Bachelors,15.0,Full-time Employment,100000.0,South America
Chile,Bachelor’s degree,10.0,Full-time Employment,74987.0,South America
Colombia,Bachelor’s degree,14.0,Full-time Employment,41445.0,South America
Brazil,Master’s degree,1.0,Full-time Employment,15216.0,South America
Colombia,Post grad,18.0,Self-employed/Freelancer,55259.0,South America
Chile,Less than a Bachelors,2.0,Full-time Employment,23996.0,South America
Argentina,Bachelor’s degree,15.0,Full-time Employment,11525.0,South America
Brazil,Less than a Bachelors,4.0,Full-time Employment,10225.0,South America
Chile,Master’s degree,13.0,Full-time Employment,81235.0,South America
Chile,Less than a Bachelors,27.0,Full-time Employment,62489.0,South America
Brazil,Less than a Bachelors,22.0,Full-time Employment,107524.0,South America
Brazil,Bachelor’s degree,9.0,Self-employed/Freelancer,16798.0,South America
Brazil,Bachelor’s degree,9.0,Self-employed/Freelancer,58428.0,South America
Brazil,Bachelor’s degree,6.0,Full-time Employment,50719.0,South America
Argentina,Master’s degree,17.0,Full-time Employment,30300.0,South America
Peru,Bachelor’s degree,10.0,Self-employed/Freelancer,54334.0,South America
Brazil,Master’s degree,5.0,Full-time Employment,19233.0,South America
Brazil,Less than a Bachelors,20.0,Full-time Employment,45073.0,South America
Uruguay,Bachelor’s degree,15.0,Full-time Employment,170000.0,South America
Brazil,Less than a Bachelors,4.0,Full-time Employment,13998.0,South America
Peru,Bachelor’s degree,13.0,Full-time Employment,40751.0,South America
Brazil,Bachelor’s degree,12.0,Self-employed/Freelancer,12173.0,South America
Peru,Bachelor’s degree,10.0,Full-time Employment,34231.0,South America
Ecuador,Bachelor’s degree,38.0,Self-employed/Freelancer,60000.0,South America
Argentina,Less than a Bachelors,4.0,Full-time Employment,20000.0,South America
Uruguay,Bachelor’s degree,1.0,Full-time Employment,17386.0,South America
Brazil,Bachelor’s degree,16.0,Self-employed/Freelancer,120000.0,South America
Brazil,Less than a Bachelors,20.0,Self-employed/Freelancer,60863.0,South America
Brazil,Bachelor’s degree,16.0,Self-employed/Freelancer,24345.0,South America
Brazil,Bachelor’s degree,12.0,Full-time Employment,38546.0,South America
Argentina,Less than a Bachelors,3.0,Full-time Employment,13000.0,South America
Brazil,Bachelor’s degree,8.0,Full-time Employment,86222.0,South America
Brazil,Bachelor’s degree,34.0,Full-time Employment,24345.0,South America
Brazil,Less than a Bachelors,7.0,Self-employed/Freelancer,72000.0,South America
Brazil,Master’s degree,12.0,Full-time Employment,36518.0,South America
Brazil,Bachelor’s degree,1.0,Full-time Employment,11341.0,South America
Brazil,Bachelor’s degree,13.0,Full-time Employment,42198.0,South America
Brazil,Bachelor’s degree,15.0,Full-time Employment,36518.0,South America
Brazil,Master’s degree,8.0,Full-time Employment,40060.0,South America
Brazil,Bachelor’s degree,9.0,Full-time Employment,42807.0,South America
Argentina,Bachelor’s degree,3.0,Full-time Employment,61000.0,South America
Argentina,Bachelor’s degree,22.0,Full-time Employment,24742.0,South America
Brazil,Less than a Bachelors,5.0,Full-time Employment,20288.0,South America
Brazil,Bachelor’s degree,7.0,Full-time Employment,48690.0,South America
Brazil,Master’s degree,12.0,Full-time Employment,20288.0,South America
Argentina,Post grad,4.0,Full-time Employment,39174.0,South America
Argentina,Master’s degree,2.0,Full-time Employment,20618.0,South America
Colombia,Bachelor’s degree,7.0,Full-time Employment,36000.0,South America
Chile,Bachelor’s degree,3.0,Full-time Employment,74987.0,South America
Peru,Less than a Bachelors,15.0,Self-employed/Freelancer,21734.0,South America
Colombia,Bachelor’s degree,4.0,Full-time Employment,11328.0,South America
Brazil,Bachelor’s degree,4.0,Full-time Employment,40575.0,South America
Argentina,Less than a Bachelors,2.0,Full-time Employment,16494.0,South America
Colombia,Post grad,3.0,Full-time Employment,31774.0,South America
Colombia,Bachelor’s degree,2.0,Full-time Employment,11512.0,South America
Brazil,Master’s degree,6.0,Full-time Employment,22316.0,South America
Brazil,Bachelor’s degree,4.0,Full-time Employment,17285.0,South America
Chile,Less than a Bachelors,3.0,Full-time Employment,26995.0,South America
Brazil,Less than a Bachelors,6.0,Full-time Employment,14810.0,South America
Argentina,Less than a Bachelors,4.0,Full-time Employment,34804.0,South America
Argentina,Less than a Bachelors,6.0,Full-time Employment,24742.0,South America
Argentina,Bachelor’s degree,2.0,Full-time Employment,24123.0,South America
Brazil,Less than a Bachelors,10.0,Full-time Employment,84802.0,South America
Brazil,Bachelor’s degree,6.0,Full-time Employment,41387.0,South America
Colombia,Bachelor’s degree,10.0,Self-employed/Freelancer,54000.0,South America
Uruguay,Less than a Bachelors,5.0,Full-time Employment,37146.0,South America
Argentina,Bachelor’s degree,17.0,Self-employed/Freelancer,39587.0,South America
Argentina,Less than a Bachelors,25.0,Full-time Employment,14845.0,South America
Peru,Less than a Bachelors,9.0,Full-time Employment,19017.0,South America
Colombia,Bachelor’s degree,3.0,Full-time Employment,70634.0,South America
Argentina,Less than a Bachelors,6.0,Full-time Employment,17022.0,South America
Brazil,Bachelor’s degree,4.0,Full-time Employment,28240.0,South America
Brazil,Less than a Bachelors,6.0,Full-time Employment,50719.0,South America
Chile,Bachelor’s degree,2.0,Full-time Employment,16497.0,South America
Brazil,Bachelor’s degree,13.0,Self-employed/Freelancer,17042.0,South America
Colombia,Less than a Bachelors,8.0,Self-employed/Freelancer,57562.0,South America
Paraguay,Master’s degree,10.0,Full-time Employment,33318.0,South America
Chile,Bachelor’s degree,2.0,Full-time Employment,30000.0,South America
Paraguay,Less than a Bachelors,15.0,Self-employed/Freelancer,120000.0,South America
Brazil,Bachelor’s degree,3.0,Full-time Employment,24345.0,South America
Uruguay,Master’s degree,14.0,Full-time Employment,60000.0,South America
Brazil,Bachelor’s degree,21.0,Self-employed/Freelancer,135600.0,South America
Colombia,Post grad,3.0,Self-employed/Freelancer,25000.0,South America
Uruguay,Master’s degree,9.0,Full-time Employment,84000.0,South America
Brazil,Master’s degree,14.0,Full-time Employment,85208.0,South America
Brazil,Less than a Bachelors,8.0,Full-time Employment,36518.0,South America
Brazil,Bachelor’s degree,14.0,Self-employed/Freelancer,101438.0,South America
Brazil,Bachelor’s degree,21.0,Full-time Employment,36518.0,South America
Uruguay,Bachelor’s degree,10.0,Full-time Employment,65000.0,South America
Brazil,Bachelor’s degree,10.0,Full-time Employment,42198.0,South America
Brazil,Bachelor’s degree,6.0,Full-time Employment,22316.0,South America
Argentina,Post grad,18.0,Full-time Employment,98966.0,South America
Brazil,Post grad,24.0,Full-time Employment,28403.0,South America
Brazil,Bachelor’s degree,4.0,Self-employed/Freelancer,44633.0,South America
Brazil,Less than a Bachelors,5.0,Self-employed/Freelancer,40575.0,South America
Brazil,Bachelor’s degree,4.0,Full-time Employment,28098.0,South America
Brazil,Bachelor’s degree,4.0,Full-time Employment,17042.0,South America
Brazil,Bachelor’s degree,25.0,Full-time Employment,101438.0,South America
Argentina,Master’s degree,20.0,Full-time Employment,30000.0,South America
Bolivia,Less than a Bachelors,2.0,Full-time Employment,14000.0,South America
Bolivia,Master’s degree,15.0,Full-time Employment,60000.0,South America
Brazil,Less than a Bachelors,19.0,Full-time Employment,73035.0,South America
Brazil,Bachelor’s degree,4.0,Full-time Employment,17244.0,South America
Brazil,Master’s degree,7.0,Self-employed/Freelancer,36518.0,South America
Colombia,Bachelor’s degree,10.0,Full-time Employment,18788.0,South America
Peru,Master’s degree,18.0,Self-employed/Freelancer,26081.0,South America
Brazil,Bachelor’s degree,15.0,Full-time Employment,48690.0,South America
Brazil,Less than a Bachelors,9.0,Full-time Employment,29214.0,South America
Brazil,Bachelor’s degree,3.0,Full-time Employment,19679.0,South America
Colombia,Bachelor’s degree,19.0,Self-employed/Freelancer,92099.0,South America
Brazil,Bachelor’s degree,11.0,Full-time Employment,104481.0,South America
Peru,Bachelor’s degree,15.0,Full-time Employment,35317.0,South America
Argentina,Less than a Bachelors,3.0,Full-time Employment,40000.0,South America
Chile,Bachelor’s degree,4.0,Full-time Employment,47492.0,South America
Brazil,Bachelor’s degree,22.0,Full-time Employment,28403.0,South America
Brazil,Less than a Bachelors,4.0,Self-employed/Freelancer,27875.0,South America
Colombia,Bachelor’s degree,12.0,Full-time Employment,50400.0,South America
Brazil,Bachelor’s degree,8.0,Full-time Employment,23737.0,South America
Brazil,Bachelor’s degree,18.0,Full-time Employment,66949.0,South America
Brazil,Bachelor’s degree,10.0,Full-time Employment,30634.0,South America
Brazil,Less than a Bachelors,5.0,Full-time Employment,114000.0,South America
Chile,Less than a Bachelors,3.0,Full-time Employment,12298.0,South America
Brazil,Less than a Bachelors,7.0,Full-time Employment,20288.0,South America
Brazil,Master’s degree,2.0,Full-time Employment,12578.0,South America
Brazil,Bachelor’s degree,8.0,Self-employed/Freelancer,90000.0,South America
Brazil,Master’s degree,15.0,Full-time Employment,121726.0,South America
Brazil,Bachelor’s degree,20.0,Full-time Employment,116857.0,South America
Argentina,Less than a Bachelors,18.0,Self-employed/Freelancer,144000.0,South America
Argentina,Less than a Bachelors,1.0,Full-time Employment,10800.0,South America
Argentina,Post grad,7.0,Full-time Employment,14433.0,South America
Brazil,Post grad,6.0,Full-time Employment,12173.0,South America
Chile,Less than a Bachelors,17.0,Full-time Employment,78736.0,South America
Brazil,Bachelor’s degree,4.0,Full-time Employment,34489.0,South America
Chile,Bachelor’s degree,16.0,Self-employed/Freelancer,99982.0,South America
Brazil,Less than a Bachelors,8.0,Full-time Employment,19679.0,South America
Ecuador,Bachelor’s degree,2.0,Full-time Employment,16000.0,South America
Argentina,Less than a Bachelors,7.0,Full-time Employment,36000.0,South America
Brazil,Less than a Bachelors,4.0,Full-time Employment,26780.0,South America
Brazil,Less than a Bachelors,5.0,Full-time Employment,23331.0,South America
Brazil,Bachelor’s degree,45.0,Full-time Employment,24345.0,South America
Brazil,Bachelor’s degree,6.0,Full-time Employment,25765.0,South America
Colombia,Bachelor’s degree,3.0,Full-time Employment,10315.0,South America
Chile,Post grad,2.0,Full-time Employment,28495.0,South America
Colombia,Bachelor’s degree,4.0,Full-time Employment,135000.0,South America
Colombia,Bachelor’s degree,12.0,Full-time Employment,27630.0,South America
Colombia,Less than a Bachelors,1.0,Full-time Employment,10000.0,South America
Brazil,Bachelor’s degree,10.0,Self-employed/Freelancer,30431.0,South America
Brazil,Bachelor’s degree,9.0,Full-time Employment,29214.0,South America
Chile,Bachelor’s degree,2.0,Full-time Employment,23996.0,South America
Chile,Less than a Bachelors,5.0,Full-time Employment,49491.0,South America
Brazil,Less than a Bachelors,5.0,Full-time Employment,60863.0,South America
Brazil,Bachelor’s degree,5.0,Full-time Employment,29214.0,South America
Peru,Post grad,7.0,Full-time Employment,57051.0,South America
Argentina,Less than a Bachelors,0.5,Full-time Employment,10441.0,South America
Brazil,Bachelor’s degree,3.0,Full-time Employment,24548.0,South America
Brazil,Less than a Bachelors,7.0,Full-time Employment,25562.0,South America
Colombia,Bachelor’s degree,2.0,Full-time Employment,32235.0,South America
Colombia,Less than a Bachelors,2.0,Full-time Employment,100000.0,South America
Colombia,Less than a Bachelors,3.0,Full-time Employment,10476.0,South America
Brazil,Bachelor’s degree,5.0,Full-time Employment,16230.0,South America
Brazil,Bachelor’s degree,11.0,Self-employed/Freelancer,10144.0,South America
Brazil,Less than a Bachelors,7.0,Full-time Employment,60863.0,South America
Brazil,Bachelor’s degree,11.0,Full-time Employment,38952.0,South America
Brazil,Post grad,2.0,Full-time Employment,26374.0,South America
Argentina,Less than a Bachelors,3.0,Full-time Employment,12705.0,South America
Argentina,Less than a Bachelors,5.0,Full-time Employment,82472.0,South America
Ecuador,Master’s degree,10.0,Self-employed/Freelancer,36000.0,South America
Brazil,Bachelor’s degree,8.0,Full-time Employment,77093.0,South America
Brazil,Bachelor’s degree,22.0,Full-time Employment,66983.0,South America
Uruguay,Bachelor’s degree,0.5,Full-time Employment,87190.0,South America
Argentina,Less than a Bachelors,22.0,Full-time Employment,115000.0,South America
Brazil,Bachelor’s degree,5.0,Full-time Employment,162301.0,South America
Colombia,Bachelor’s degree,6.0,Self-employed/Freelancer,36000.0,South America
Colombia,Less than a Bachelors,4.0,Self-employed/Freelancer,12000.0,South America
Colombia,Less than a Bachelors,3.0,Full-time Employment,16578.0,South America
Brazil,Less than a Bachelors,6.0,Full-time Employment,19476.0,South America
Brazil,Post grad,27.0,Self-employed/Freelancer,60863.0,South America
Brazil,Bachelor’s degree,22.0,Full-time Employment,46662.0,South America
Argentina,Less than a Bachelors,1.0,Full-time Employment,13938.0,South America
Colombia,Less than a Bachelors,3.0,Full-time Employment,14091.0,South America
Colombia,Master’s degree,9.0,Full-time Employment,79896.0,South America
Brazil,Less than a Bachelors,12.0,Self-employed/Freelancer,95352.0,South America
Chile,Post grad,32.0,Full-time Employment,56240.0,South America
Brazil,Less than a Bachelors,4.0,Full-time Employment,12173.0,South America
Brazil,Less than a Bachelors,6.0,Full-time Employment,78000.0,South America
Brazil,Bachelor’s degree,8.0,Full-time Employment,63866.0,South America
Brazil,Bachelor’s degree,15.0,Full-time Employment,71007.0,South America
Brazil,Bachelor’s degree,3.0,Full-time Employment,20288.0,South America
Brazil,Bachelor’s degree,4.0,Full-time Employment,41143.0,South America
Chile,Post grad,5.0,Full-time Employment,25620.0,South America
Chile,Bachelor’s degree,10.0,Self-employed/Freelancer,93733.0,South America
Brazil,Bachelor’s degree,2.0,Full-time Employment,12984.0,South America
Colombia,Post grad,21.0,Self-employed/Freelancer,52496.0,South America
Brazil,Bachelor’s degree,20.0,Full-time Employment,25765.0,South America
Brazil,Bachelor’s degree,8.0,Full-time Employment,233308.0,South America
Uruguay,Bachelor’s degree,4.0,Full-time Employment,74808.0,South America
Brazil,Bachelor’s degree,13.0,Full-time Employment,36518.0,South America
Colombia,Post grad,5.0,Full-time Employment,19341.0,South America
Argentina,Master’s degree,2.0,Full-time Employment,50000.0,South America
